Pred	Coding.Potential	ORF.Max.Len	ORF.Max.Cov	Seq.lnc.Dist	Seq.pct.Dist	Seq.Dist.Ratio	Signal.Peak	SNR	Signal.Min	Signal.Q1	Signal.Q2	Signal.Max	Dot_lnc.dist	Dot_pct.dist	Dot_Dist.Ratio	SS.lnc.dist	SS.pct.dist	SS.Dist.Ratio	MFE	UP.PCT
Ks.1	NonCoding	0.263421159627208	342	0.0195149786019971	-32.0354486113049	-28.3631898358155	1.12947270024094	21.4713171171228	0.0804170487961656	15.3528850503664	17.4873825044664	20.1907965606926	153.52313471095	-0.00445876395963269	-0.0063598495005264	0.701080105632003	-0.00591314215237519	-0.00650496333103357	0.909020059216175	-4121.67	0.10054782013239
SNHG8	NonCoding	0.000122893139083646	159	0.243491577335375	-73.2190897333205	-65.820191618098	1.11241076534922	0.866381692360048	0.092898105472095	0.753261000318991	0.77480424861737	0.866381692360048	2.04012766523242	-0.189980425723076	-0.218904381814633	0.867869451256347	-0.210525672850046	-0.217421470565433	0.968283731604549	-206	0.101226993865031
FAM138E	NonCoding	0.000455855494652213	258	0.228318584070796	-43.5792277686489	-38.9703647577024	1.11826584225223	0.361841189536908	0.0219516250586404	1.35205732131511	1.46582716543186	1.7419514311497	4.79248362601303	-0.124026763502375	-0.135423149016317	0.915846104623005	-0.127775696965335	-0.129270959383497	0.988433114248611	-388	0.117803365810452
VPS9D1.AS1	NonCoding	0.468620127742567	582	0.332002281802624	-18.2966376304201	-16.3559352757864	1.11865431856451	1.15731978090152	0.0462319074754826	2.21306467734481	2.42900784489263	2.922578403477	13.27455572888	-0.0860216883106781	-0.104383144778946	0.824095580688314	-0.0739292549881716	-0.0802831976941254	0.920855884064782	-732.3	0.128424657534247
MATN1.AS1	NonCoding	0.0869720663406881	369	0.178692493946731	-29.1261933016438	-26.0671135165022	1.11735399023774	4.27894910259448	0.1459668734005	2.55105692134125	2.92487055101048	3.47523443657813	11.7221693626635	-0.0411893537431249	-0.0574514554060324	0.716941867739003	-0.0511484391822029	-0.0555764816304916	0.920325246968147	-842.5	0.121124031007752
XGY2	NonCoding	1.54529119512636e-05	99	0.272727272727273	-122.298222950787	-110.494211685876	1.10682922738494	0.502650149061815	0.0963448366974028	0.48288058897448	0.502650149061815	0.549545057983139	0.783739040936325	-0.606799592246228	-0.620103171807143	0.978546183658206	-0.536440623323522	-0.531822248937753	1.00868405636469	-96.1	0.110497237569061
LOC100133050	NonCoding	0.0204255526899089	222	0.316690442225392	-51.1303136408027	-45.8293189276975	1.11566819750187	3.75282269223894	0.37764412392853	0.921637268647515	1.01235511939138	1.09097072637487	3.75282269223894	-0.169058169179676	-0.206568244207823	0.818413158460075	-0.165801249404936	-0.174288283910093	0.951304618332603	-262.1	0.124285714285714
AA543186	NonCoding	8.0879229247266e-07	102	0.0601415094339623	-118.41987054962	-106.553219848833	1.11136829762274	0.793100201548413	0.032401389290182	1.96588664197148	2.17136024828545	2.50424473338346	7.32859404129606	-0.0298064560026204	-0.0418690099492702	0.711897798365301	-0.0389892942764264	-0.0418256556774765	0.932186086383877	-546.7	0.115044247787611
BACE1.AS	NonCoding	9.99999999473644e-08	81	0.0964285714285714	-151.608799271637	-136.76539132741	1.1085319012373	1.44162978680599	0.117535360984971	0.931390621004477	1.01893835550089	1.21334866908191	2.34043773228717	-0.185679659115904	-0.189399189216003	0.980361425434313	-0.17587419757158	-0.170495825316878	1.03154547769546	-255.5	0.108462455303933
X9530027J09Rik	NonCoding	2.25834032696604e-07	141	0.083729216152019	-84.0631191618913	-75.4438084768327	1.11424808554973	1.50687045547886	0.0604732414952229	1.81461806920578	2.07348252844172	2.42033111847691	5.46092814263506	-0.0758050069627433	-0.0834906421990839	0.907946147808826	-0.0862049881695507	-0.0858093514304	1.00461064828664	-533.6	0.109328579916815
AV039307	NonCoding	0.0134366720219382	270	0.225941422594142	-41.5073555261741	-37.1311373315356	1.11785844736088	1.68449051715209	0.0961851516265295	1.28129739666414	1.41662197155705	1.59037596351217	6.08257728173207	-0.109740633661823	-0.122457217907915	0.896154881979641	-0.0929102064243986	-0.0947767248670063	0.98030615169255	-330.2	0.119765494137353
A930006K02Rik	NonCoding	0.000206549309376913	213	0.273778920308483	-53.9079431171262	-48.3144814962877	1.11577194761509	1.01137653366176	0.0903893738329926	0.84661135890814	0.981021640765904	1.12926272247441	3.22676566883694	-0.231357318522844	-0.251376072395696	0.920363327813712	-0.187509197722022	-0.195428298223952	0.959478230256832	-257.4	0.109395109395109
X5430416N02Rik	NonCoding	6.45118208741913e-07	120	0.191693290734824	-99.4165338946834	-89.6189816700673	1.10932452078831	0.736468212883055	0.0836808339372899	0.75998804374917	0.887372238779448	0.971104442708975	3.64010137303595	-0.193419858255449	-0.218587372607309	0.884862908357138	-0.198186684928314	-0.20647926744576	0.959838183174375	-203	0.12
Gm16619	NonCoding	0.000240357283900705	225	0.122883670125614	-50.4530487914356	-45.2098952196853	1.11597358379781	2.31554590820087	0.0876758161433889	2.07553694502481	2.29532071879941	2.72216193905801	6.79878649816777	-0.0729986652592217	-0.0809358133438829	0.901932806297535	-0.070014767682102	-0.0703010151664299	0.995928259589848	-598.2	0.111475409836066
Gm19835	NonCoding	0.036734110580504	273	0.200146627565982	-40.9628883546249	-36.8070176141711	1.11290973868129	0.707508838440044	0.0358755554886427	1.578489137188	1.81332984735728	2.12539449540395	6.60605504032106	-0.0775413850598815	-0.0913199090122174	0.849118071827114	-0.0794764405860532	-0.0794000984266925	1.00096148696127	-456.9	0.121790168745415
Gm11725	NonCoding	0.000153719044064804	243	0.137989778534923	-46.7115191308642	-41.7231370996983	1.11955913140582	1.45746883825183	0.0584174124035321	2.08284236102162	2.44242996480281	2.8441916999568	6.37791695627353	-0.0614847313667337	-0.0706642358319633	0.870096883421224	-0.0636351542181345	-0.065652471537072	0.969272789405979	-647.5	0.120454545454545
X1110015O18Rik	NonCoding	0.000820094551649331	144	0.0939334637964775	-81.9519872878649	-73.738019929224	1.11139392360311	0.923013751291094	0.0394423072498308	1.25522016076345	1.43036269189797	1.7143253298401	5.08222858271818	-0.0756293979158181	-0.0715637399275578	1.05681170369765	-0.0978310595192402	-0.0903702472438869	1.0825582811035	-309.4	0.10313315926893
Gm20043	NonCoding	0.000888099432375444	285	0.111111111111111	-39.4547405408565	-35.1228678155241	1.12333482414035	2.43350103180152	0.0644968629432641	2.67055410860157	2.98596572170549	3.45976600379196	8.05366628218256	-0.0499023488585269	-0.0520800773539671	0.958184998830953	-0.0511710455172806	-0.0497788214456999	1.0279682007558	-739.4	0.110764430577223
A730020E08Rik	NonCoding	0.000303989721927689	171	0.102950030102348	-68.2010466538548	-61.2010283956124	1.11437746132293	1.30657448351652	0.0520096953075066	1.44203487889053	1.67003878457729	1.97538068997114	4.84103995069093	-0.0736098616083666	-0.078937157517693	0.932512189736089	-0.0859781916817436	-0.0841400087756478	1.02184671635817	-374.8	0.101807228915663
Gm15834	NonCoding	0.00287941769738442	240	0.0666296501943365	-47.3366898750115	-42.3874088364147	1.11676300048671	1.98488284346057	0.0367305980151726	3.51183307087825	4.08788589209683	4.61706154163077	14.9020325021282	-0.0218331513092018	-0.024596227978229	0.887662585032432	-0.0315137273854288	-0.0309899137116109	1.01690271482175	-1002.2	0.113301860594279
RPARP.AS1	NonCoding	0.304112356808355	345	0.212700369913687	-31.5707987381823	-28.2804902425498	1.1163455253927	1.96369741393918	0.0830403958929457	1.84496505726725	2.0384665937544	2.37586254268113	5.73531948336465	-0.0727186727151895	-0.0869280952238974	0.836538204683891	-0.0768711233355036	-0.0784203505592983	0.980244576659686	-567.8	0.105490438001234
LINC01207	NonCoding	0.000134422485714825	225	0.0720461095100865	-50.545653009906	-45.197266174577	1.11833429957181	2.98791650999996	0.0646863308865166	3.13507573065433	3.65916099964102	4.20569760737394	17.8394305753938	-0.0204136756466648	-0.0220230728805228	0.926922221862994	-0.0361647510870435	-0.037246113137808	0.970967116843482	-1005.5	0.117552850736707
LINC00963	NonCoding	0.0605962901055905	375	0.176636834667923	-28.9041537773938	-25.7919861000467	1.12066413440497	2.00730464353008	0.0651361501531375	2.40656580832141	2.7929736387861	3.18626271805641	10.931591881582	-0.0264995330995385	-0.0414213303754704	0.639755721492506	-0.0449315164529201	-0.0472519778001794	0.950891762518976	-793.6	0.119227144203582
LINC01426	NonCoding	0.000115546916756637	228	0.0889235569422777	-50.0163943243277	-44.6976774104859	1.11899313839054	2.7555114547001	0.0728294557248353	2.73568955916004	3.05439814154087	3.5128112312273	9.46008593063771	-0.063034838084596	-0.068694729662597	0.917608066793474	-0.0528450567167904	-0.053332709077835	0.990856411206623	-811.1	0.103394459617636
NRAV	NonCoding	0.00212745700902173	261	0.137585661570901	-43.2558127500181	-38.6717109288724	1.11853889344532	4.51606391599032	0.1643449601715	2.11400524907027	2.32197964205875	2.6527283780246	5.75330355762634	-0.0577418474951354	-0.0623276146192578	0.926424793373922	-0.058860124028762	-0.0588590958616706	1.00001746827872	-637.1	0.119725738396624
NUP50.AS1	NonCoding	0.00157935207815396	201	0.150224215246637	-56.7448877788878	-50.9700564522529	1.11329850756678	1.61620496754412	0.0839130818023501	1.61274059882771	1.84022704458419	2.0917203889695	5.70031676266995	-0.0623935729842247	-0.0777977254755649	0.801997392633563	-0.0643741357089913	-0.0682159286938638	0.94368187814149	-462.7	0.1226626776365
LINC00458	NonCoding	5.23919054085109e-06	144	0.135977337110482	-81.9012887109868	-73.632911441613	1.11229186932164	0.955503237854073	0.0595786847788377	0.971353088167386	1.11451810505619	1.22198002779427	2.49974173182893	-0.138394258538435	-0.144399266149959	0.958413863369032	-0.13233117283889	-0.127910683867978	1.03455918487211	-251.7	0.111531190926276
Adapt15	NonCoding	1.31389621071953e-07	132	0.175298804780877	-89.8480644110156	-80.7818387764947	1.11223098869543	0.591327640000002	0.0542380787901895	0.818414053219617	0.953941714603839	1.12479181481885	3.57217800989341	-0.155519522015244	-0.166194811504343	0.935766409357372	-0.190528402296894	-0.184793012467167	1.03103683279554	-211.7	0.121010638297872
Gm21283	NonCoding	9.99999999473644e-08	99	0.171875	-122.352295098591	-110.119893472846	1.11108257772481	0.737806042256993	0.0883354866207349	0.636795842966778	0.686514066546609	0.726350596034001	1.16444018601804	-0.346320219463618	-0.363918909440994	0.951641177413924	-0.304723905849058	-0.310016802104596	0.982927066469928	-115.4	0.116521739130435
FALEC	NonCoding	1.43355802895151e-07	132	0.23321554770318	-89.8727934211438	-80.9257199522499	1.11055908398681	0.905428591529686	0.115386375258851	0.759796682503745	0.901865583256095	1.0101266099353	2.27538126202355	-0.401859884635873	-0.434709029626246	0.924434178377625	-0.279445467379164	-0.291545276781305	0.958497666174793	-211.5	0.123893805309735
HOXA10.AS	NonCoding	0.00391540397090406	294	0.253229974160207	-37.874819517089	-33.8760042618989	1.11804270728846	1.7337754989931	0.107075412319199	1.41514584995178	1.59878475540663	1.92574999941026	4.93555452862897	-0.150485323808285	-0.179712707279255	0.837366072141169	-0.149878827102397	-0.157422703628115	0.952078852974475	-399.7	0.118103448275862
LOC100996579	NonCoding	0.00097347223898947	195	0.0815217391304348	-59.1500147207102	-52.9592194915278	1.11689740310793	2.64179998126834	0.0724357105773408	2.14076969366997	2.43748494880391	2.76934885139831	7.95878783537744	-0.045543075261324	-0.047682225958677	0.955137356649272	-0.062865695967255	-0.0621983461910988	1.01072938135856	-591.3	0.0970305311585111
Gm20619	Coding	0.88418722201459	741	0.517458100558659	-13.1668373800625	-11.5860640137685	1.13643747906239	0.99082665695211	0.0466541196304661	1.49557724380492	1.65495185326258	1.99725961761489	4.17678782630601	-0.110901644128757	-0.118327270606156	0.93724501174277	-0.0809906302465537	-0.0805863572045989	1.00501664370966	-431.4	0.120195667365479
CCAT2	NonCoding	0.000210442564128499	207	0.118150684931507	-55.6225893449613	-49.7656756580323	1.11768982555718	0.365521700542141	0.0139516407944545	1.6873450537855	1.8539706888925	2.2160604355799	4.62435169348579	-0.0588285693323941	-0.0593903185386136	0.990541401022217	-0.0708110248944121	-0.0676700753023578	1.04641563612897	-505	0.114220445459737
LOC101927746	NonCoding	0.325619736083684	375	0.506756756756757	-29.0323826088716	-25.9072917215114	1.12062591956555	0.770849438131131	0.0728456446811444	0.768496035259702	0.852751529177311	1.04183404576994	2.5550443395219	-0.231796335776817	-0.249687637769502	0.928345263095479	-0.195078128586297	-0.201873422508787	0.966338838277762	-190.1	0.128552097428958
LINC01108	NonCoding	0.00715291487420677	276	0.0746551257776576	-40.6499342807233	-36.3496574091387	1.118303092191	2.45557496965689	0.0453510687113843	3.96386979567523	4.46729019470887	5.57976652035549	14.8423780254	-0.0217507258418958	-0.0283749315947244	0.766547252080064	-0.0262037147103126	-0.0273442914021159	0.9582883068707	-1231.8	0.109848484848485
LOC102606465	NonCoding	0.00433579881431378	261	0.194341027550261	-43.2109511439703	-38.4723298560721	1.1231695950213	1.03975756832262	0.0522258415199656	1.34879455234288	1.68177544145437	1.92907980408615	6.11750542686699	-0.0785157381284001	-0.0883070894447129	0.889121571349682	-0.0945734807535226	-0.0942185898985447	1.00376667550809	-382	0.102086438152012
Gm30025	NonCoding	1.66707884464712e-05	138	0.169741697416974	-85.5990385205397	-77.1532743361207	1.10946734609894	1.04819468798509	0.0906184317149697	1.02734017862546	1.21677737547898	1.39326361590096	2.74286750244379	-0.244391993698158	-0.285821397986259	0.855051425190731	-0.192616976705309	-0.209892195606446	0.917694801127677	-335.2	0.13423645320197
Gm30052	NonCoding	3.5495833842214e-06	165	0.180722891566265	-70.622105645654	-63.3122887065068	1.11545652650519	0.880628115066218	0.0651724225088534	1.00803437834752	1.14621458505446	1.34394602369075	2.11775931806352	-0.146805781861657	-0.157856122219899	0.929997391277298	-0.144491766660468	-0.145477861548697	0.993221684194894	-268.6	0.114035087719298
Gm30127	NonCoding	0.000167737439407345	213	0.214717741935484	-53.6399635565355	-48.1519172478584	1.11397357825708	0.711391263675596	0.0489596564417834	1.03140946047435	1.12051357362531	1.22312112361937	3.47900932747327	-0.186003183909572	-0.191223190419759	0.972702021659989	-0.178686991319498	-0.176241276815914	1.01387708116832	-264.1	0.108980827447023
Gm30524	NonCoding	0.000309679936812968	186	0.135076252723312	-62.0183199088594	-55.7261289800626	1.11291275823318	1.67201206517494	0.0829798602987226	1.46953168617847	1.67201206517493	1.98850983440295	3.96899563009609	-0.0683848931407367	-0.0774696100259417	0.882731862440474	-0.0874116633643339	-0.0886385625474886	0.986158403883215	-408	0.117005813953488
Gm30529	NonCoding	9.99999999473644e-08	153	0.213389121338912	-76.8104563825512	-69.0851753930804	1.11182255737958	0.282727402394655	0.026795171320634	0.816780445467062	0.922233171545121	1.09074582219522	1.51666800541569	-0.337209915553658	-0.34067369881221	0.989832548651014	-0.246345012444109	-0.239400300091055	1.02900878716699	-213.9	0.113128491620112
Gm15731	NonCoding	4.89627054123254e-07	147	0.0626598465473146	-81.8672178000337	-73.4128361761896	1.11516217141582	2.65679737746573	0.0758722387819407	2.15284279316069	2.52067164116042	3.00766048214796	12.4961171650647	-0.0560084264145022	-0.0590176150827829	0.949012025239249	-0.0571195660359923	-0.0565066857734322	1.01084615482525	-621.5	0.108315565031983
Gm31135	NonCoding	0.0833152496582998	252	0.0298613579808034	-44.4734842593093	-39.7454273846877	1.11895851134924	9.85959868278845	0.0797420301563797	8.96047622745742	10.352134976302	12.0901894064555	33.7355204378305	-0.00261116960521785	-0.00595954628349409	0.438149060516553	-0.00923533386388309	-0.00991789432384642	0.931178893656672	-2437.5	0.109623133443944
Gm31169	NonCoding	4.85051675425119e-06	144	0.0881812614819351	-81.9260111859125	-73.6191077572561	1.11283624159161	3.43813425381408	0.144203331550893	1.85302855400102	2.08239886705651	2.38837625378905	5.13643722213861	-0.0479544153156092	-0.0600733346790181	0.798264580646933	-0.0664066840494456	-0.0658546357126247	1.00838283183632	-505.8	0.11703431372549
Gm31359	NonCoding	1.86439721743259e-05	168	0.0884676145339652	-69.5790270502648	-62.3900421976142	1.11522647844796	2.91951309000008	0.105120344027954	2.05424664547865	2.40579543133765	2.65851039677622	9.58941694589553	-0.0654618909596814	-0.0686850636600209	0.953073164257464	-0.066726620826222	-0.0640781732699356	1.04133150839256	-570.3	0.107481559536354
LOC102633666	NonCoding	2.18589352019016e-06	78	0.168831168831169	-158.198658921641	-142.754796192041	1.10818454539927	0.105378584812315	0.0153825670119067	0.40793463	0.460699666415564	0.618598135540898	1.13533978080427	-0.64131526261752	-0.647505640963639	0.990439653410732	-0.441946808132847	-0.442116791857299	0.999615523030152	-79.3	0.117136659436009
Gm13261	NonCoding	1.90395148658151e-06	171	0.295847750865052	-68.1926794019455	-61.3729249178664	1.11111991962589	0.893928381287314	0.105633275301236	0.595419794895044	0.708148976836262	0.844029162372378	1.44202771474042	-0.393093464581103	-0.398668195735779	0.98601661428149	-0.263570499250645	-0.261660934845596	1.00729785822318	-141.9	0.126516464471404
Gm31718	NonCoding	0.0014541505782566	246	0.137969713965227	-46.0766664648139	-41.2652153416337	1.1165982313032	0.502306781140702	0.019818201828681	2.14912646704491	2.4511114127588	2.78866421699987	7.68796593905576	-0.0322364015022485	-0.0367015839874206	0.87833815328781	-0.0634199032065981	-0.0641952483328184	0.98792207918255	-628.2	0.120650953984287
Gm27166	NonCoding	0.00716186169956023	255	0.132124352331606	-44.294896916379	-39.6482560804384	1.11719660069067	1.76939419397609	0.0621827086122747	1.98400926953117	2.24500936869326	2.59246269314345	7.61470298205707	-0.0424318884287523	-0.043323148162335	0.979427632307719	-0.0564678548561698	-0.0544590344520045	1.03688681638188	-560.2	0.116640746500778
Gm16070	NonCoding	0.00205350565153806	252	0.1113074204947	-44.904652386702	-40.1914300409486	1.11726933679522	4.54133414271956	0.136508313502839	2.35509010376526	2.63794494778867	3.09142602098052	7.78882613867841	-0.0463005459605851	-0.0509307704371593	0.909087876801564	-0.049682308872437	-0.0496871938487488	0.999901685405567	-697.6	0.113124171453822
Gm32865	NonCoding	0.000262518363102648	204	0.348122866894198	-56.2213896269082	-50.3283672113046	1.11709146833359	0.840410929849998	0.0971818737692656	0.679232377716701	0.739723808834358	0.81356794418531	1.15287688421027	-0.341262810648969	-0.345267210176925	0.988402027734102	-0.28638902170629	-0.281453877081703	1.01753447021501	-157.2	0.0991452991452991
Gm33035	NonCoding	0.0167636980947123	297	0.102272727272727	-37.4160540844799	-33.4177172280201	1.11964721674966	2.39878908793936	0.0561381442227623	3.13783583044093	3.48793354955403	3.99463286196605	10.5114797113291	-0.00447629418944947	-0.0129934177120077	0.344504755304891	-0.0248458860624444	-0.0264360613536409	0.939848252357851	-842.4	0.11677574922494
Gm12320	NonCoding	1.12132158467393e-05	150	0.132508833922261	-78.3279939144073	-70.2215646212791	1.11544073870823	1.54560808224446	0.0943104261861458	1.27229635376789	1.40995604208305	1.58338438236079	5.19109259424771	-0.0756806382947406	-0.0800683004789325	0.94520100766537	-0.08989521953789	-0.0900995767684927	0.997731873578853	-367.2	0.129973474801061
Gm33337	NonCoding	0.278238900795321	327	0.0665039658328249	-33.6009647370876	-30.0475551249935	1.11825952551921	3.76230544577976	0.0515759134603008	4.92614560561838	5.61916921960113	6.47815744231742	20.1614334110266	-0.00724140991598662	-0.0119226700440109	0.607364784000227	-0.0148891677771985	-0.0161722741693476	0.92066011380261	-1451	0.106794141578519
Gm13799	NonCoding	1.90973505120873e-07	132	0.157517899761337	-90.1046089848084	-81.0075446216968	1.11229897666439	0.440580316377087	0.0360499214169134	0.824108763681234	0.920314489005267	1.30579338414689	4.95455062642515	-0.180867967281717	-0.180340070627026	1.00292722883414	-0.19056287155536	-0.180804391303684	1.05397258430126	-243.6	0.112305854241338
Gm34785	NonCoding	0.0158243511425015	279	0.0611038107752957	-39.9655662137451	-35.6499465472556	1.12105543161948	5.07178602150795	0.0764878041275227	5.11643342089548	5.74056535046854	6.68169073415579	18.8916251600487	-0.015921289130925	-0.0202293767649862	0.787038044517625	-0.0193504191441317	-0.0195847074649839	0.988037180475072	-1418.3	0.109529025191676
Gm35066	NonCoding	0.0147029137364924	261	0.0806302131603336	-43.0589387537082	-38.512728527899	1.11804435571258	8.40889120720095	0.176738933740915	3.14728297354063	3.55553749773263	4.3616645347408	16.9580376163747	-0.00476304447493378	-0.00998543468490886	0.476999211875297	-0.0248426401185102	-0.0251386928199479	0.988223226101766	-955.4	0.114647713226205
Gm35234	NonCoding	0.00608582486313303	156	0.430939226519337	-75.258568800581	-67.5050418740602	1.11485848628886	0.266207778080091	0.0488330166455701	0.350656925262592	0.369655825488424	0.41926594357118	0.684954945328118	-0.850218065634659	-0.840801692620808	1.0111992793265	-0.625061152189112	-0.607374048572147	1.02912061135728	-87.7	0.0997229916897507
Gm16222	NonCoding	1.68428797131526e-07	90	0.0693374422187981	-135.64004374557	-122.210738866251	1.10988645518309	0.813078219504394	0.0410585707816323	1.22236689765808	1.40318701721888	1.64362540269091	3.23458187475357	-0.104544048981318	-0.107810569954855	0.969701292044881	-0.101881015223098	-0.098229545750345	1.03717282254397	-338.4	0.107941403238242
Gm26839	NonCoding	0.138295422844654	423	0.0832022029897718	-26.1555002170598	-23.3126290332747	1.12194554203764	4.91208912207157	0.0656046508691839	5.41033064856324	6.14887991545997	7.15599098291393	52.3746619827264	-0.00656356729385541	-0.0118096206074468	0.555781384688736	-0.0150955107361417	-0.0159567493957899	0.946026685116996	-1572.6	0.114696045642337
Gm36394	NonCoding	0.00386432923498647	231	0.0681014150943396	-49.3561003261233	-44.2278001066778	1.11595196250042	1.39524000877634	0.0285528820424199	3.88042676630807	4.36975239270811	5.27231405091037	13.4205259166303	-0.0144198056153817	-0.0167813328139602	0.859276541097259	-0.0255111214561721	-0.0256773152781669	0.993527601301208	-1154	0.117959304040106
Gm26782	NonCoding	9.99999999473644e-08	174	0.279742765273312	-66.8584706179655	-59.9519429089551	1.11520106561849	0.302632206014376	0.0331200150559402	0.612135341941428	0.704629461374527	0.789969321381885	2.09006116661693	-0.406838533514576	-0.414647116274906	0.981168124764786	-0.276201304158885	-0.271761989428051	1.0163353040658	-167.2	0.112721417069243
Gm36529	NonCoding	0.000131713183657123	210	0.134357005758157	-54.8513736298507	-48.9376154669683	1.12084279355364	1.68448151895003	0.0713590412617639	1.4957595866675	1.696489953501	1.89653013881268	7.26504473670712	-0.0629960937769244	-0.0639962625051581	0.984371450939764	-0.0817724115065678	-0.0796865794029074	1.02617545036178	-365.9	0.115877080665813
Gm28515	NonCoding	3.32794557084126e-05	168	0.0563191418035535	-69.4867393433295	-62.5015717288742	1.11175987133182	0.749362906346624	0.0170948199570278	3.07039206666463	3.49143017426979	4.10708556397225	8.73019997808656	-0.0339096163882619	-0.0397485669618328	0.853102865842244	-0.0408639297310656	-0.0416693213577849	0.980671832406293	-863.4	0.108316566063045
Gm36757	NonCoding	0.0101909884599909	324	0.0966298836862511	-33.935086922771	-30.2787884723165	1.1207544500599	1.94249729062766	0.0405737405158123	4.06572706490771	4.65052123978169	5.45168003964092	17.1256537733654	-0.0157350388506047	-0.0223608641419516	0.703686527976525	-0.0251928467252722	-0.0268902134425384	0.936877900917622	-1221.1	0.121121718377088
Gm36794	NonCoding	2.68094708222311e-06	195	0.303265940902022	-59.0876764247958	-52.9039970988429	1.11688491730407	0.76126038139274	0.0800735465145484	0.640334462493613	0.761184934463886	0.947124729608635	1.99289954805752	-0.383132271897845	-0.391821245717529	0.977824138137859	-0.251608696423837	-0.246757739105985	1.01965878490955	-192.1	0.107476635514019
